Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Congo, Rep.",COG,2006,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,56.6
"Congo, Rep.",COG,2005,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,57
"Congo, Rep.",COG,2004,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,57.2
"Congo, Rep.",COG,2003,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,57.3
"Congo, Rep.",COG,2002,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,57.2
"Congo, Rep.",COG,2001,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,57.1
"Congo, Rep.",COG,2000,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,57.1
"Congo, Rep.",COG,2012,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,29.9
"Congo, Rep.",COG,2009,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,21.6
"Congo, Rep.",COG,2005,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,15.7
"Congo, Rep.",COG,2012,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,51.1
"Congo, Rep.",COG,2009,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,39.8
"Congo, Rep.",COG,2005,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,35.7
"Congo, Rep.",COG,2019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,51.9672158322426
"Congo, Rep.",COG,2015,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,55.1270617961129
"Congo, Rep.",COG,2010,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,54.5633379079031
"Congo, Rep.",COG,2000,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,61.3898368024225
"Congo, Rep.",COG,2021,Number of infant deaths,SH.DTH.IMRT,5676
"Congo, Rep.",COG,2020,Number of infant deaths,SH.DTH.IMRT,5796
"Congo, Rep.",COG,2019,Number of infant deaths,SH.DTH.IMRT,6286
"Congo, Rep.",COG,2018,Number of infant deaths,SH.DTH.IMRT,6078
"Congo, Rep.",COG,2017,Number of infant deaths,SH.DTH.IMRT,6228
"Congo, Rep.",COG,2016,Number of infant deaths,SH.DTH.IMRT,6393
"Congo, Rep.",COG,2015,Number of infant deaths,SH.DTH.IMRT,6595
"Congo, Rep.",COG,2014,Number of infant deaths,SH.DTH.IMRT,6796
"Congo, Rep.",COG,2013,Number of infant deaths,SH.DTH.IMRT,6997
"Congo, Rep.",COG,2012,Number of infant deaths,SH.DTH.IMRT,7151
"Congo, Rep.",COG,2011,Number of infant deaths,SH.DTH.IMRT,7233
"Congo, Rep.",COG,2010,Number of infant deaths,SH.DTH.IMRT,7178
"Congo, Rep.",COG,2009,Number of infant deaths,SH.DTH.IMRT,7095
"Congo, Rep.",COG,2008,Number of infant deaths,SH.DTH.IMRT,7122
"Congo, Rep.",COG,2007,Number of infant deaths,SH.DTH.IMRT,7195
"Congo, Rep.",COG,2006,Number of infant deaths,SH.DTH.IMRT,7351
"Congo, Rep.",COG,2005,Number of infant deaths,SH.DTH.IMRT,7560
"Congo, Rep.",COG,2004,Number of infant deaths,SH.DTH.IMRT,7795
"Congo, Rep.",COG,2003,Number of infant deaths,SH.DTH.IMRT,8053
"Congo, Rep.",COG,2002,Number of infant deaths,SH.DTH.IMRT,8305
"Congo, Rep.",COG,2001,Number of infant deaths,SH.DTH.IMRT,8269
"Congo, Rep.",COG,2000,Number of infant deaths,SH.DTH.IMRT,8146
"Congo, Rep.",COG,1999,Number of infant deaths,SH.DTH.IMRT,8090
"Congo, Rep.",COG,1998,Number of infant deaths,SH.DTH.IMRT,7929
"Congo, Rep.",COG,1997,Number of infant deaths,SH.DTH.IMRT,7666
"Congo, Rep.",COG,1996,Number of infant deaths,SH.DTH.IMRT,7273
"Congo, Rep.",COG,1995,Number of infant deaths,SH.DTH.IMRT,6882
"Congo, Rep.",COG,1994,Number of infant deaths,SH.DTH.IMRT,6516
"Congo, Rep.",COG,1993,Number of infant deaths,SH.DTH.IMRT,6175
"Congo, Rep.",COG,1992,Number of infant deaths,SH.DTH.IMRT,5878
"Congo, Rep.",COG,1991,Number of infant deaths,SH.DTH.IMRT,5617
"Congo, Rep.",COG,1990,Number of infant deaths,SH.DTH.IMRT,5411
"Congo, Rep.",COG,1989,Number of infant deaths,SH.DTH.IMRT,5256
"Congo, Rep.",COG,1988,Number of infant deaths,SH.DTH.IMRT,5141
"Congo, Rep.",COG,1987,Number of infant deaths,SH.DTH.IMRT,5062
"Congo, Rep.",COG,1986,Number of infant deaths,SH.DTH.IMRT,5010
"Congo, Rep.",COG,1985,Number of infant deaths,SH.DTH.IMRT,4993
"Congo, Rep.",COG,1984,Number of infant deaths,SH.DTH.IMRT,5002
"Congo, Rep.",COG,1983,Number of infant deaths,SH.DTH.IMRT,5025
"Congo, Rep.",COG,1982,Number of infant deaths,SH.DTH.IMRT,5046
"Congo, Rep.",COG,1981,Number of infant deaths,SH.DTH.IMRT,5076
"Congo, Rep.",COG,1980,Number of infant deaths,SH.DTH.IMRT,5113
"Congo, Rep.",COG,1979,Number of infant deaths,SH.DTH.IMRT,5146
"Congo, Rep.",COG,1978,Number of infant deaths,SH.DTH.IMRT,5188
"Congo, Rep.",COG,1977,Number of infant deaths,SH.DTH.IMRT,5225
"Congo, Rep.",COG,1976,Number of infant deaths,SH.DTH.IMRT,5252
"Congo, Rep.",COG,1975,Number of infant deaths,SH.DTH.IMRT,5247
"Congo, Rep.",COG,1974,Number of infant deaths,SH.DTH.IMRT,5221
"Congo, Rep.",COG,1973,Number of infant deaths,SH.DTH.IMRT,5192
"Congo, Rep.",COG,1972,Number of infant deaths,SH.DTH.IMRT,5158
"Congo, Rep.",COG,1971,Number of infant deaths,SH.DTH.IMRT,5101
"Congo, Rep.",COG,1970,Number of infant deaths,SH.DTH.IMRT,5057
"Congo, Rep.",COG,1969,Number of infant deaths,SH.DTH.IMRT,5031
"Congo, Rep.",COG,1968,Number of infant deaths,SH.DTH.IMRT,5007
"Congo, Rep.",COG,1967,Number of infant deaths,SH.DTH.IMRT,4996
"Congo, Rep.",COG,1966,Number of infant deaths,SH.DTH.IMRT,4992
"Congo, Rep.",COG,1965,Number of infant deaths,SH.DTH.IMRT,4987
"Congo, Rep.",COG,1964,Number of infant deaths,SH.DTH.IMRT,4984
"Congo, Rep.",COG,1963,Number of infant deaths,SH.DTH.IMRT,4993
"Congo, Rep.",COG,1962,Number of infant deaths,SH.DTH.IMRT,5019
"Congo, Rep.",COG,1961,Number of infant deaths,SH.DTH.IMRT,5071
"Congo, Rep.",COG,1960,Number of infant deaths,SH.DTH.IMRT,5142
"Congo, Rep.",COG,2019,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,9.45927513175737
"Congo, Rep.",COG,2015,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.52489603345905
"Congo, Rep.",COG,2010,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.69583835839341
"Congo, Rep.",COG,2000,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,7.82536603698984
"Congo, Rep.",COG,2021,Number of under-five deaths,SH.DTH.MORT,7604
"Congo, Rep.",COG,2020,Number of under-five deaths,SH.DTH.MORT,7828
"Congo, Rep.",COG,2019,Number of under-five deaths,SH.DTH.MORT,9202
"Congo, Rep.",COG,2018,Number of under-five deaths,SH.DTH.MORT,8337
"Congo, Rep.",COG,2017,Number of under-five deaths,SH.DTH.MORT,8615
"Congo, Rep.",COG,2016,Number of under-five deaths,SH.DTH.MORT,8903
"Congo, Rep.",COG,2015,Number of under-five deaths,SH.DTH.MORT,9232
"Congo, Rep.",COG,2014,Number of under-five deaths,SH.DTH.MORT,9534
"Congo, Rep.",COG,2013,Number of under-five deaths,SH.DTH.MORT,9791
"Congo, Rep.",COG,2012,Number of under-five deaths,SH.DTH.MORT,9972
"Congo, Rep.",COG,2011,Number of under-five deaths,SH.DTH.MORT,10052
"Congo, Rep.",COG,2010,Number of under-five deaths,SH.DTH.MORT,10015
"Congo, Rep.",COG,2009,Number of under-five deaths,SH.DTH.MORT,9996
"Congo, Rep.",COG,2008,Number of under-five deaths,SH.DTH.MORT,10138
"Congo, Rep.",COG,2007,Number of under-five deaths,SH.DTH.MORT,10377
"Congo, Rep.",COG,2006,Number of under-five deaths,SH.DTH.MORT,10757
"Congo, Rep.",COG,2005,Number of under-five deaths,SH.DTH.MORT,11211
"Congo, Rep.",COG,2004,Number of under-five deaths,SH.DTH.MORT,11697
"Congo, Rep.",COG,2003,Number of under-five deaths,SH.DTH.MORT,12186
"Congo, Rep.",COG,2002,Number of under-five deaths,SH.DTH.MORT,12623
"Congo, Rep.",COG,2001,Number of under-five deaths,SH.DTH.MORT,12737
"Congo, Rep.",COG,2000,Number of under-five deaths,SH.DTH.MORT,12689
"Congo, Rep.",COG,1999,Number of under-five deaths,SH.DTH.MORT,12605
"Congo, Rep.",COG,1998,Number of under-five deaths,SH.DTH.MORT,12313
"Congo, Rep.",COG,1997,Number of under-five deaths,SH.DTH.MORT,11842
"Congo, Rep.",COG,1996,Number of under-five deaths,SH.DTH.MORT,11205
"Congo, Rep.",COG,1995,Number of under-five deaths,SH.DTH.MORT,10563
"Congo, Rep.",COG,1994,Number of under-five deaths,SH.DTH.MORT,9963
"Congo, Rep.",COG,1993,Number of under-five deaths,SH.DTH.MORT,9403
"Congo, Rep.",COG,1992,Number of under-five deaths,SH.DTH.MORT,8918
"Congo, Rep.",COG,1991,Number of under-five deaths,SH.DTH.MORT,8502
"Congo, Rep.",COG,1990,Number of under-five deaths,SH.DTH.MORT,8169
"Congo, Rep.",COG,1989,Number of under-five deaths,SH.DTH.MORT,7917
"Congo, Rep.",COG,1988,Number of under-five deaths,SH.DTH.MORT,7740
"Congo, Rep.",COG,1987,Number of under-five deaths,SH.DTH.MORT,7630
"Congo, Rep.",COG,1986,Number of under-five deaths,SH.DTH.MORT,7574
"Congo, Rep.",COG,1985,Number of under-five deaths,SH.DTH.MORT,7579
"Congo, Rep.",COG,1984,Number of under-five deaths,SH.DTH.MORT,7626
"Congo, Rep.",COG,1983,Number of under-five deaths,SH.DTH.MORT,7693
"Congo, Rep.",COG,1982,Number of under-five deaths,SH.DTH.MORT,7759
"Congo, Rep.",COG,1981,Number of under-five deaths,SH.DTH.MORT,7837
"Congo, Rep.",COG,1980,Number of under-five deaths,SH.DTH.MORT,7919
"Congo, Rep.",COG,1979,Number of under-five deaths,SH.DTH.MORT,7981
"Congo, Rep.",COG,1978,Number of under-five deaths,SH.DTH.MORT,8049
"Congo, Rep.",COG,1977,Number of under-five deaths,SH.DTH.MORT,8106
"Congo, Rep.",COG,1976,Number of under-five deaths,SH.DTH.MORT,8141
"Congo, Rep.",COG,1975,Number of under-five deaths,SH.DTH.MORT,8129
"Congo, Rep.",COG,1974,Number of under-five deaths,SH.DTH.MORT,8096
"Congo, Rep.",COG,1973,Number of under-five deaths,SH.DTH.MORT,8056
"Congo, Rep.",COG,1972,Number of under-five deaths,SH.DTH.MORT,8017
"Congo, Rep.",COG,1971,Number of under-five deaths,SH.DTH.MORT,7956
"Congo, Rep.",COG,1970,Number of under-five deaths,SH.DTH.MORT,7919
"Congo, Rep.",COG,1969,Number of under-five deaths,SH.DTH.MORT,7906
"Congo, Rep.",COG,1968,Number of under-five deaths,SH.DTH.MORT,7898
"Congo, Rep.",COG,1967,Number of under-five deaths,SH.DTH.MORT,7912
"Congo, Rep.",COG,1966,Number of under-five deaths,SH.DTH.MORT,7939
"Congo, Rep.",COG,1965,Number of under-five deaths,SH.DTH.MORT,7972
"Congo, Rep.",COG,1964,Number of under-five deaths,SH.DTH.MORT,8018
"Congo, Rep.",COG,1963,Number of under-five deaths,SH.DTH.MORT,8088
"Congo, Rep.",COG,1962,Number of under-five deaths,SH.DTH.MORT,8178
"Congo, Rep.",COG,1961,Number of under-five deaths,SH.DTH.MORT,8296
"Congo, Rep.",COG,1960,Number of under-five deaths,SH.DTH.MORT,8444
"Congo, Rep.",COG,2019,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,38.5735094747127
"Congo, Rep.",COG,2015,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,36.348042882852
"Congo, Rep.",COG,2010,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,36.7408231155986
"Congo, Rep.",COG,2000,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,30.7847985254864
"Congo, Rep.",COG,2021,Number of neonatal deaths,SH.DTH.NMRT,3297
"Congo, Rep.",COG,2020,Number of neonatal deaths,SH.DTH.NMRT,3329
"Congo, Rep.",COG,2019,Number of neonatal deaths,SH.DTH.NMRT,3391
"Congo, Rep.",COG,2018,Number of neonatal deaths,SH.DTH.NMRT,3442
"Congo, Rep.",COG,2017,Number of neonatal deaths,SH.DTH.NMRT,3508
"Congo, Rep.",COG,2016,Number of neonatal deaths,SH.DTH.NMRT,3572
"Congo, Rep.",COG,2015,Number of neonatal deaths,SH.DTH.NMRT,3666
"Congo, Rep.",COG,2014,Number of neonatal deaths,SH.DTH.NMRT,3744
"Congo, Rep.",COG,2013,Number of neonatal deaths,SH.DTH.NMRT,3823
"Congo, Rep.",COG,2012,Number of neonatal deaths,SH.DTH.NMRT,3898
"Congo, Rep.",COG,2011,Number of neonatal deaths,SH.DTH.NMRT,3910
"Congo, Rep.",COG,2010,Number of neonatal deaths,SH.DTH.NMRT,3907
"Congo, Rep.",COG,2009,Number of neonatal deaths,SH.DTH.NMRT,3748
"Congo, Rep.",COG,2008,Number of neonatal deaths,SH.DTH.NMRT,3705
"Congo, Rep.",COG,2007,Number of neonatal deaths,SH.DTH.NMRT,3641
"Congo, Rep.",COG,2006,Number of neonatal deaths,SH.DTH.NMRT,3617
"Congo, Rep.",COG,2005,Number of neonatal deaths,SH.DTH.NMRT,3602
"Congo, Rep.",COG,2004,Number of neonatal deaths,SH.DTH.NMRT,3618
"Congo, Rep.",COG,2003,Number of neonatal deaths,SH.DTH.NMRT,3611
"Congo, Rep.",COG,2002,Number of neonatal deaths,SH.DTH.NMRT,3669
"Congo, Rep.",COG,2001,Number of neonatal deaths,SH.DTH.NMRT,3668
"Congo, Rep.",COG,2000,Number of neonatal deaths,SH.DTH.NMRT,3500
"Congo, Rep.",COG,1999,Number of neonatal deaths,SH.DTH.NMRT,3488
"Congo, Rep.",COG,1998,Number of neonatal deaths,SH.DTH.NMRT,3411
"Congo, Rep.",COG,1997,Number of neonatal deaths,SH.DTH.NMRT,3350
"Congo, Rep.",COG,1996,Number of neonatal deaths,SH.DTH.NMRT,3212
"Congo, Rep.",COG,1995,Number of neonatal deaths,SH.DTH.NMRT,3059
"Congo, Rep.",COG,1994,Number of neonatal deaths,SH.DTH.NMRT,2929
"Congo, Rep.",COG,1993,Number of neonatal deaths,SH.DTH.NMRT,2802
"Congo, Rep.",COG,1992,Number of neonatal deaths,SH.DTH.NMRT,2702
"Congo, Rep.",COG,1991,Number of neonatal deaths,SH.DTH.NMRT,2606
"Congo, Rep.",COG,1990,Number of neonatal deaths,SH.DTH.NMRT,2529
"Congo, Rep.",COG,1989,Number of neonatal deaths,SH.DTH.NMRT,2481
"Congo, Rep.",COG,1988,Number of neonatal deaths,SH.DTH.NMRT,2439
"Congo, Rep.",COG,1987,Number of neonatal deaths,SH.DTH.NMRT,2405
"Congo, Rep.",COG,1986,Number of neonatal deaths,SH.DTH.NMRT,2375
"Congo, Rep.",COG,1985,Number of neonatal deaths,SH.DTH.NMRT,2349
"Congo, Rep.",COG,1984,Number of neonatal deaths,SH.DTH.NMRT,2329
"Congo, Rep.",COG,1983,Number of neonatal deaths,SH.DTH.NMRT,2328
"Congo, Rep.",COG,2021,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,70.6
"Congo, Rep.",COG,2020,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,70.2
"Congo, Rep.",COG,2019,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,69.7
"Congo, Rep.",COG,2018,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,69.2
"Congo, Rep.",COG,2017,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,68.8
"Congo, Rep.",COG,2016,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,68.3
"Congo, Rep.",COG,2015,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,68
"Congo, Rep.",COG,2014,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,67.7
"Congo, Rep.",COG,2013,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,67.4
"Congo, Rep.",COG,2012,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,67.2
"Congo, Rep.",COG,2011,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,67.2
"Congo, Rep.",COG,2010,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,67.4
